Cia;Codigo;DescripciÃ³n de artÃ­culo;Cod Barra;Peso;Cupo;CUPO PALLET;UNI EMPAQUE;CÃ³digos de artÃ­-culos alternativos;Descrip 3 Artic;TipoAlmac;Linea;Costo Und;Cod Jerarq 5;Cod Jerarq 1;Jerarq1;Cod Jerarq 2;Jeraq Item 2;Cod Jerarq 3;Jerarq3;Jerarq4;Categoria;Grupo Productos;Grupo;Groupo VAS;Peligroso;Cod Pre-pack;Fe y Hr Creac;Registro de hora de modificaciÃ³n;Usuario de modificaciÃ³n;Mod Host?;Es principal;Modif Interf?;SKU Dummy?;Empaq C/OLA;Fecha Mod Cubis;Sigue InvAtrib A;Sigue InvAtrib B;Sigue InvAtrib C;Sigue InvAtrib D;Sigue InvAtrib E;Sigue InvAtrib F;Sigue InvAtrib G;Porc Toler Pack;Descrip 2 Artic;Estilo;Descripcion corta;SKU;Parte b;Parte c;Parte d;Parte e;Parte f;Std Pack Qty;Apilabilidad;UnMinDespacho;Total de unidades secundarias;Req Nro Lote;Seguimiento de número de serie;Manejo Decimal?;Usuario creado;UM principal
CLID;506428;Magdalenas Vainilla 6p 300g FLOW ADP;7803403003752;300;14;63;CG;506428;CG;;;1;100234;0;Cantidad de pallet;9;Envases por Bandeja;7;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;25/10/2023 16:13;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506428;;;;;;9;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506430;Magdalenas Vainilla 2p 100g FLOW ADP;7803403003783;100;23;48;BG;506430;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;13/11/2023 13:42;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506430;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506431;Magdalenas Coco 2p 100g FLOW ADP;7803403003769;100;44;48;BG;506431;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;08/11/2023 20:42;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506431;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506432;Magdalenas Limon 2p 100g FLOW ADP;7803403003776;100;44;48;BG;506432;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;08/11/2023 20:12;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506432;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506452;CocaCola Orig 1p 350ml LATA NP;7801610001196;350;6;48;CU;506452;CU;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;12/01/2024 13:43;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506452;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506453;CocaCola SinAzucar 1p 350ml LATA NP;7801610350355;350;6;48;CU;506453;CU;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;09/01/2024 22:13;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506453;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506454;Fanta 1p 350ml LATA NP;7801610002193;350;6;48;CU;506454;CU;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;09/01/2024 22:13;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506454;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506455;Fanta SinAzucar 1p 350ml LATA NP;7801610671016;350;6;48;CU;506455;CU;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;12/01/2024 14:13;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506455;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506456;Sprite 1p 350ml LATA NP;7801610005194;350;6;48;CU;506456;CU;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;12/02/2024 21:43;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506456;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506457;Sprite Zero 1p 350ml LATA NP;7801610223192;350;6;48;CU;506457;CU;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;09/01/2024 21:43;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506457;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506458;NRLimonada GLL 1p 500ml BOTELLA NP;7803908005251;500;6;48;CU;506458;CU;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;09/01/2024 21:43;15/11/2024 00:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506458;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506489;Hamburguesa XL 4p 325g BOLSA ID;7803403003721;325;10;68;BME;506489;BME;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;17;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;21/11/2023 18:42;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506489;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506495;Mankeke 3p 90g BOLSA MLA;7803473005960_2;90;87;48;BG;506495;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;14/03/2024 18:44;02/09/2025 12:30;femartinez;True;False;False;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506495;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506507;Tortilla Fajita 8p 260g BOLSA TR;7803403003790;260;22;48;BG;506507;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;09/01/2024 20:13;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506507;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506517;Leche Descremada 1p 1000g BOLSA NP;0614143407215;1000;10;65;CT;506517;CT;;;1;100234;0;Cantidad de pallet;13;Envases por Bandeja;5;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;22/01/2024 20:43;01/10/2025 19:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506517;;;;;;13;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506518;Cappuc VaiGetTogether 1p 1000g BOLSA NP;0614143407062;1000;10;48;CT;506518;CT;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;12/01/2024 16:43;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506518;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506519;Chocolate Get Together 1p 1000g BOLSA NP;0614143407086;1000;10;48;CT;506519;CT;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;12/01/2024 15:43;15/11/2024 00:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506519;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506520;Cafe Grano Org Buf Sold 1p 907g BOLSA NP;0859940002991;907;10;48;CT;506520;CT;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;12/01/2024 15:14;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506520;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506521;ChaiLatte Get Together 1p 1000g BOLSA NP;0614143407048;1000;10;48;CT;506521;CT;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;22/01/2024 20:43;15/11/2024 00:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506521;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506523;Salmas Maiz Morado ND 7p 126g CJ SAN EXP;7750727013663;126;28;64;CT;506523;CT;;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;8;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;19/01/2024 13:13;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506523;;;;;;8;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506524;Galleta Chocochips 1p 75g BOLSA NUR EXP;7730117008110;75;48;100;CU;506524;CU;;;1;100234;0;Cantidad de pallet;10;Envases por Bandeja;10;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;15/12/2023 20:42;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506524;;;;;;10;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506532;Hamb Wendys 4 30p 2000g BOLSA HOU;7803403003844;2000;1;60;BCH;506532;BCH;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;15;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;26/01/2024 18:13;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506532;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506535;Brownie Chips 1p 62g BOLSA NUR EXP;7803525001520;62;60;63;CT;506535;CT;;;1;100234;0;Cantidad de pallet;9;Envases por Bandeja;7;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;15/03/2024 20:43;18/08/2026 14:14;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506535;;;;;;9;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506536;Braunichoc 1p 35g BOLSA NUR EXP;7803525001537;35;240;48;CT;506536;CT;;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;6;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;15/03/2024 17:13;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506536;;;;;;8;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506537;Brownie Nuez 1p 62g BOLSA NUR EXP;7803525001513;62;60;63;CT;506537;CT;;;1;100234;0;Cantidad de pallet;9;Envases por Bandeja;7;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;15/03/2024 20:43;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506537;;;;;;9;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506538;Galleta Naranja 8p 700g BOLSA DCP;7803473005991;700;8;72;CME;506538;CME;;;1;100234;0;Cantidad de pallet;12;Envases por Bandeja;6;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;15/02/2024 12:13;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506538;;;;;;12;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506539;Mini Brownie 6p 180g ME NUR EXP;7803525001636;180;15;60;CG;506539;CG;;;1;100234;0;Cantidad de pallet;10;Envases por Bandeja;6;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;07/03/2024 11:43;18/08/2026 15:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506539;;;;;;10;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506551;Jamon Acaramelado SJ 1p 200g BOLSA NP;7801907001618;200;12;48;CT;506551;CT;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;18/06/2024 11:43;15/11/2024 00:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506551;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506552;Jamon Colonial SJ 7p 200g BOLSA NP;7801907001595;200;12;48;CT;506552;CT;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;31/05/2024 18:43;15/11/2024 00:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506552;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506555;Brownie Chips 6p 372g DPY NUR EXP;7803525001650;372;10;63;CT;506555;CT;;;1;100234;0;Cantidad de pallet;9;Envases por Bandeja;7;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;15/03/2024 18:43;18/08/2026 15:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506555;;;;;;9;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506556;Braunichoc 12p 420g DPY NUR EXP;7803525001667;420;20;48;CT;506556;CT;;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;6;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;19/03/2024 19:43;18/08/2026 15:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506556;;;;;;8;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506557;Pan Calabaza Nuez 1p 350g BOLSA FUC;7803480001399;350;13;60;BG;506557;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;15;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;06/06/2024 12:42;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506557;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506558;Pan Calabaza Nuez 1p 600g BOLSA FUC;7803480001429;600;10;60;BG;506558;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;15;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;06/06/2024 13:12;14/09/2026 13:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506558;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506559;Pan Linaza Chia 1p 350g BOLSA FUC;7803480001443;350;13;60;BG;506559;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;15;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;17/05/2024 19:13;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506559;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506560;Pan Linaza Chia 1p 600g BOLSA FUC;7803480001436;600;10;60;BG;506560;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;15;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;20/05/2024 16:12;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506560;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506561;Pan Multigrano Light 1p 620g BOLSA FUC;7803480001412;620;10;60;BG;506561;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;15;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;06/06/2024 12:42;18/08/2026 14:14;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506561;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;506564;Pan Multigrano 1p 350g BOLSA FUC;7803480001405;350;13;60;BG;506564;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;15;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;06/06/2024 13:13;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;506564;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;5076;Rayita Vainilla 6p 180g MLA;7803473551122;180;24;72;BG;5076;BG;PAST;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;20/07/2026 22:44;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;5076;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;514548;Takis Fuego SPI 20ct 3.25oz 92.3g CASE BAR EXP;757528048075;92.3;20;112;CU;514548;CU;;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;14;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;04/01/2024 18:43;18/02/2026 00:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;CORN CHIPS;;;514548;;;;;;8;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;514549;Takis BlueHeat SPI 20ct 3.25oz 92.3g CASE BAR EXP;757528048112;92.3;20;112;CU;514549;CU;;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;14;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;04/01/2024 18:43;18/02/2026 00:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;CORN CHIPS;;;514549;;;;;;8;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;514550;Takis Fuego 20ct 3.25oz 92.3g Belice CASE BAR EXP;757528048075_1;92.3;20;112;CU;514550;CU;;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;14;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;04/01/2024 18:43;18/02/2026 00:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;CORN CHIPS;;;514550;;;;;;8;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;514589;TakisFuego 1p28g FLOWBAR EXP;757528050658;28;46;112;CU;514589;CU;;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;14;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;09/06/2025 21:13;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;CORN CHIPS;;;514589;;;;;;8;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;514590;TakisFuego 1p56gFLOW BAR EXP;757528050665;56;42;112;CU;514590;CU;;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;14;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;09/06/2025 21:42;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;CORN CHIPS;;;514590;;;;;;8;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;514591;TakisXplosion 1p56gFLOW BAR EXP;757528050672;56;42;112;CU;514591;CU;;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;14;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;09/06/2025 21:42;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;CORN CHIPS;;;514591;;;;;;8;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;514593;TakisOriginal 1p56g FLOWBAR EXP;757528050696;56;42;112;CU;514593;CU;;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;14;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;23/06/2025 15:13;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;CORN CHIPS;;;514593;;;;;;8;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;514594;TakisOriginal 1p200gFLOW BAR EXP;757528050702;200;20;72;CU;514594;CU;;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;9;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;09/06/2025 20:43;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;CORN CHIPS;;;514594;;;;;;8;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;514595;TakisFuego 1p200gFLOWBAR EXP;757528050719;200;20;72;CU;514595;CU;;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;9;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;09/06/2025 21:42;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;CORN CHIPS;;;514595;;;;;;8;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;514632;Chips Fuego 1p 6500g CJA BAR EXP;7500810024461;6500;1;36;CT;514632;CT;;;1;100234;0;Cantidad de pallet;6;Envases por Bandeja;6;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;04/01/2024 18:43;18/02/2026 00:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;FRIED CHIPS;;;514632;;;;;;6;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;514633;Chips Sal 1p 6500g CJA BAR EXP;7500810024478;6500;1;36;CT;514633;CT;;;1;100234;0;Cantidad de pallet;6;Envases por Bandeja;6;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;04/01/2024 18:43;18/02/2026 00:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;FRIED CHIPS;;;514633;;;;;;6;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;514634;Chips Jalapeno 1p 6500g CJA BAR EXP;7500810024485;6500;1;36;CT;514634;CT;;;1;100234;0;Cantidad de pallet;6;Envases por Bandeja;6;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;04/01/2024 18:43;18/02/2026 00:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;FRIED CHIPS;;;514634;;;;;;6;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;514698;TakisXplosion 1p28g FLOW BAR EXP;7500810025710;28;46;112;CU;514698;CU;;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;14;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;09/06/2025 21:13;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;CORN CHIPS;;;514698;;;;;;8;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;514699;TakisOriginal 1p28g FLOW BAR EXP;7500810025727;28;46;112;CU;514699;CU;;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;14;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;09/06/2025 21:42;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;CORN CHIPS;;;514699;;;;;;8;;;1;True;Not Required;False;lgfwebservice_2;units
